,id,name,created_at,location,statuses_count,followers_count,favourites_count,friends_count,lang,sex_code,lang_code,prediction
0,"100007049792011
",tharsin2411,8548.0,872.0,34917.0,286.0,401.0,208.0,9,0.0,9,0
1,"100004917030547
",abhi.abhishekorokkandi,8548.0,1626.0,4269.0,4182.0,3934.0,4848.0,9,0.0,9,0
2,"100003908713560
",keralahackman.hackmankerala,8548.0,1222.0,18600.0,289.0,616.0,647.0,9,0.0,9,0
3,"100049056881465
",swadhin.hacks.7,8548.0,1411.0,1254.0,786.0,130.0,330.0,9,0.0,9,0
4,"100053345884148
",pubg.antibanhacks,8548.0,693.0,486.0,287.0,156.0,295.0,9,0.0,9,0
5,"100003522856845
",fasalulhakh,8548.0,1321.0,306.0,516.0,111.0,320.0,9,0.0,9,0
6,"100005119356463
",annuanwar396,8548.0,775.0,1304.0,800.0,1353.0,1701.0,9,0.0,9,0
7,"100008059067141
",nuhman.new,8548.0,1178.0,2175.0,2424.0,2141.0,2697.0,9,0.0,9,0
8,"100016689494090
",vis.hakh.9028,8548.0,1046.0,1031.0,1162.0,909.0,1762.0,9,0.0,9,0
9,"100016365540518
",jibin.krishna.56,8548.0,1669.0,8890.0,207.0,587.0,428.0,9,0.0,9,0
10,"100004160674190
",HACKERSCBHD,8548.0,1574.0,478.0,29.0,282.0,129.0,9,0.0,9,0
11,"100002808406898
",deepak.hearthacker.75,8548.0,1153.0,519.0,432.0,847.0,8.0,9,0.0,9,0
12,"100005004995323
",hackers.kavvaies,8548.0,1037.0,807.0,713.0,56.0,131.0,9,0.0,9,0
13,"100038081538998
",febin.zulfukar,8548.0,1459.0,808.0,39.0,58.0,158.0,9,0.0,9,0
14,"100003066385713
",hhthe.hacker,8548.0,1365.0,2230.0,27.0,375.0,5835.0,9,0.0,9,0
15,"100053836541803
",manzoor.manchu.12,8548.0,1319.0,432.0,132.0,850.0,119.0,9,0.0,9,0
16,"100043888627073
",vishnu.manu.54540,8548.0,801.0,223.0,136.0,473.0,577.0,9,0.0,9,0
17,"100002443479456
",shana.hackim,8548.0,1674.0,143.0,203.0,99.0,208.0,9,0.0,9,0
18,"100021864441282
",vishnuvinod.vishnu.549,8548.0,1223.0,403.0,206.0,321.0,291.0,9,0.0,9,0
19,"100048662236628
",100048662236628,8548.0,1414.0,992.0,128.0,52.0,527.0,9,0.0,9,0
20,"100023415522358
",christeena.christo.56,8548.0,839.0,129.0,409.0,1204.0,168.0,9,0.0,9,0
21,"100017498554014
",Binu Thankachan,8548.0,995.0,103.0,789.0,785.0,124.0,9,0.0,9,0
22,"100014263116211
",100014263116211,8548.0,873.0,143.0,463.0,154.0,688.0,9,0.0,9,0
23,"100031243720236
",hackers.arjros,8548.0,1675.0,336.0,768.0,442.0,4.0,9,0.0,9,0
24,"100034697191547
",100034697191547,8548.0,1140.0,278.0,388.0,216.0,493.0,9,0.0,9,0
25,"100008105263518
",adhi.shah.9,8548.0,752.0,960.0,200.0,456.0,7.0,9,0.0,9,0
26,"100003500512570
",fazlul.hakh,8548.0,1645.0,388.0,28.0,231.0,579.0,9,0.0,9,0
27,"100015917619771
",hck.cybr,8548.0,1055.0,387.0,13.0,358.0,63.0,9,0.0,9,0
28,"100009122503727
",100009122503727,8548.0,701.0,959.0,834.0,440.0,21.0,9,0.0,9,0
29,"100021871984579
",vishnub.bg,8548.0,1676.0,10378.0,205.0,23.0,308.0,9,0.0,9,0
30,"100001510253409
",Ananthavishnu007,8548.0,1620.0,370.0,876.0,12.0,74.0,9,0.0,9,0
31,"100004219209083
",Pravi.Hackers,8548.0,1475.0,421.0,676.0,468.0,139.0,9,0.0,9,0
32,"100002892415190
",gopal.padinjarethil,8548.0,911.0,131.0,78.0,85.0,155.0,9,0.0,9,0
33,"100008101540947
",ihsanul.hakh.3,8548.0,1404.0,637.0,230.0,728.0,211.0,9,0.0,9,0
34,"100003051348629
",prvmk007,8548.0,1115.0,1396.0,508.0,284.0,628.0,9,0.0,9,0
35,"100007403010965
",vishnu.jpillai.9,8548.0,825.0,24423.0,165.0,128.0,2406.0,9,0.0,9,0
36,"100009506658413
",vimal.hacki,8548.0,1275.0,1219.0,119.0,834.0,310.0,9,0.0,9,0
37,"100006151801251
",hackeem.zaman,8548.0,1568.0,208.0,973.0,620.0,501.0,9,0.0,9,0
