,id,name,created_at,location,statuses_count,followers_count,favourites_count,friends_count,lang,sex_code,lang_code,prediction
0,"100051370636383
",bihar.like.7,8548.0,957.0,383.0,288.0,262.0,420.0,9,0.0,9,0
1,"100049976598444
",patnamuseum.bihar,8548.0,788.0,8.0,95.0,122.0,486.0,9,0.0,9,0
2,"100022255934731
",sonaindia.bihar,8548.0,1484.0,315.0,141.0,599.0,646.0,9,0.0,9,0
3,"100027305468733
",bihar.india.927,8548.0,1284.0,367.0,227.0,314.0,228.0,9,0.0,9,0
4,"100048053370606
",bihar.india.353,8548.0,978.0,460.0,147.0,397.0,417.0,9,0.0,9,0
5,"100046759764372
",khan.bihar.5,8548.0,1642.0,2367.0,2617.0,2456.0,3288.0,9,0.0,9,0
6,"100047554560745
",india.bihari.58,8548.0,1196.0,2391.0,760.0,671.0,992.0,9,0.0,9,0
7,"100049076680740
",India Indiana,8548.0,1612.0,458.0,491.0,719.0,263.0,9,-2.0,9,0
8,"100053365995063
",rishikeshwinfinith.india,8548.0,1594.0,183.0,269.0,119.0,548.0,9,0.0,9,0
9,"100052345163116
",bihar.patna.7311,8548.0,1073.0,14.0,25.0,645.0,1998.0,9,0.0,9,0
10,"100050677193006
",badlo.bihar.982,8548.0,1246.0,560.0,106.0,608.0,201.0,9,0.0,9,0
11,"100050107333034
",bamcef.bihar,8548.0,859.0,35.0,213.0,33.0,274.0,9,0.0,9,0
12,"100053174019212
",bihar.raj.5454,8548.0,885.0,1266.0,1560.0,1171.0,1807.0,9,0.0,9,0
13,"100054044434529
",Bihar India,8548.0,1176.0,998.0,463.0,1243.0,1250.0,9,0.0,9,0
14,"100052119520148
",all.bihar.5,8548.0,1164.0,171.0,64.0,464.0,463.0,9,0.0,9,0
15,"100051218835984
","Cmf India
(Child mother foundation)",8548.0,790.0,571.0,207.0,906.0,390.0,9,0.0,9,0
16,"100050236961704
",india.bihar.338,8548.0,1453.0,285.0,28.0,634.0,753.0,9,0.0,9,0
17,"100048540901853
",bihar.india.3557,8548.0,686.0,454.0,145.0,477.0,27.0,9,0.0,9,0
18,"100047232545961
",bihar.india.7161,8548.0,1269.0,465.0,248.0,345.0,571.0,9,0.0,9,0
19,"100054433659602
",bihar.india.9231,8548.0,1077.0,289.0,183.0,611.0,31.0,9,0.0,9,0
20,"100047456649645
",bihar.india.399,8548.0,1514.0,784.0,959.0,1430.0,1691.0,9,0.0,9,0
